geneID	R_27738	R_27722_PCR	R_29691_PCR	R_28359	R_28373_PCR	R_30129_PCR	SBBSR37	SBBSR40	SBBSR41	SBBSR43	SBBSR45	SBBSR47	SBBSR48	SBBSR49	SBBSR50	SBBSR51	SBBSR54	SBBSR55	SBBSR56	SBBSR39
ENSG00000162813	44	196	167	36	302	139	316	665	295	443	318	369	336	435	341	277	170	448	322	521
ENSG00000162814	19	6	5	13	4	1	27	24	6	24	17	15	22	11	9	3	3	16	16	17
ENSG00000162817	20	283	532	0	177	102	541	940	576	1486	885	475	460	117	892	796	80	593	761	1480
ENSG00000162819	152	403	226	38	251	512	1128	2136	1071	1192	605	1893	768	1784	823	1600	764	1817	662	1397
ENSG00000162825	0	0	0	0	0	0	52	93	50	88	280	91	40	370	45	80	28	94	33	58
ENSG00000162836	19	81	234	1	202	51	378	315	324	249	462	376	930	494	570	356	163	380	401	1358
ENSG00000162840	0	0	0	0	0	0	0	1	5	3	1	0	1	2	1	2	2	3	2	0
ENSG00000162843	27	8	1	2	5	0	13	7	4	4	2	13	3	7	1	6	6	6	0	3
ENSG00000162849	7	75	49	28	35	300	158	177	67	64	242	1360	132	1292	187	205	66	150	98	215
ENSG00000162851	6	78	50	2	56	97	260	325	189	303	317	355	246	342	285	232	111	448	245	399
ENSG00000162852	1	195	110	1	122	165	714	783	380	685	529	584	576	765	506	748	255	911	532	883
ENSG00000162869	14	421	138	8	165	378	870	1844	831	1329	851	1112	758	985	634	935	550	1385	763	967
ENSG00000162873	0	7	9	2	3	1	3	5	5	120	23	3	1	5	1	1	0	5	1	1
ENSG00000162877	0	2	152	2	440	2	1021	1562	1049	67	461	684	9271	69	8521	1349	20	331	617	13086
ENSG00000162878	3	363	273	8	281	461	528	581	427	3358	803	250	302	142	493	294	112	461	576	343
ENSG00000162881	123	539	271	2	273	612	41	183	98	48	124	138	55	77	64	136	118	139	67	51
ENSG00000162882	874	1300	576	141	844	1733	139	576	490	188	274	448	140	307	105	276	624	417	92	95
ENSG00000162885	80	26	15	25	15	12	242	274	37	219	91	82	211	206	105	199	27	165	90	221
ENSG00000162888	0	2	2	1	5	7	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSG00000162889	642	2200	1802	347	1826	1757	2276	3312	2252	3176	2598	3123	1627	3811	2040	2060	2048	2691	1713	1383
ENSG00000162891	0	9	1	9	1	0	0	1	1	0	3	0	3	0	0	0	0	0	0	6
ENSG00000162892	10	242	86	3	136	75	2	0	2	0	1	1	0	0	0	2	1	1	0	1
ENSG00000162894	64	627	299	94	386	326	189	1047	489	259	191	269	109	593	82	366	559	582	90	56
ENSG00000162896	50	95	121	104	118	14	14	85	69	1	14	2	56	5	49	14	4	31	40	85
ENSG00000162897	0	39	2	17	34	3	1	1	3	0	1	0	4	0	0	3	0	0	0	1
ENSG00000162909	357	1888	1285	214	1092	1615	5617	7405	4620	8618	7782	6952	4216	5984	5123	5458	2703	6754	4208	5654
ENSG00000162910	916	1504	1945	443	1395	1021	329	413	586	276	868	466	417	376	565	430	584	439	387	301
ENSG00000162913	0	11	20	0	8	13	22	14	23	11	40	32	39	19	39	17	16	36	26	78
ENSG00000162923	82	975	450	57	513	1453	4562	6305	2535	3908	3100	5160	4202	6186	3700	5189	1713	7220	3062	5579
ENSG00000162924	12	44	4	1	26	22	186	238	86	134	117	153	118	728	89	271	58	235	117	102
ENSG00000162927	39	96	30	48	61	99	93	284	84	157	65	168	113	214	90	116	39	133	97	206
ENSG00000162928	21	69	41	0	42	58	331	610	240	440	218	499	430	539	324	401	127	553	229	621
ENSG00000162929	92	118	90	22	86	89	191	402	129	332	144	243	180	311	148	218	66	208	187	305
ENSG00000162931	0	15	26	2	18	9	2	29	18	21	24	6	41	7	53	35	3	15	27	33
ENSG00000162944	27	35	9	11	13	18	176	439	115	335	133	175	96	145	154	176	28	166	134	248
ENSG00000162946	26	167	42	20	70	225	317	596	307	504	332	767	197	851	189	459	309	680	141	196
ENSG00000162947	0	4	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000162949	2	11	8	27	24	1	15	14	3	2	4	9	126	0	91	11	0	3	7	267
ENSG00000162951	18	0	2	2	5	0	0	1	0	3	0	0	3	0	0	3	0	1	0	1
ENSG00000162959	41	155	51	25	37	264	21	78	54	32	22	41	15	38	29	35	27	31	32	54
ENSG00000162961	45	302	202	43	296	358	388	662	768	546	549	658	500	454	493	386	435	693	519	661
ENSG00000162971	51	62	56	65	41	98	354	436	191	330	173	346	236	430	205	410	161	437	214	321
ENSG00000162972	1	61	55	0	87	55	113	267	174	265	181	255	198	236	168	152	101	250	199	278
ENSG00000162975	235	231	92	42	59	101	6	31	31	19	18	30	1	16	2	10	25	36	0	0
ENSG00000162976	6	332	101	0	219	407	1153	2981	1020	1175	1061	2039	745	1617	807	1354	1047	2085	587	1066
ENSG00000162980	31	257	106	18	188	223	857	1361	595	808	425	1194	898	1107	687	989	235	1487	504	1508
ENSG00000162981	140	91	155	2	99	8	702	711	276	34	747	188	1128	181	1163	497	36	806	848	2147
ENSG00000162989	1	7	1	0	1	0	3	6	1	4	3	1	2	0	1	2	0	1	1	9
ENSG00000162992	13	9	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000162994	1	26	9	64	15	29	76	100	53	82	81	83	82	54	109	77	25	83	80	180
ENSG00000162997	16	31	39	0	42	57	59	70	69	60	65	72	20	68	59	70	64	74	24	52
ENSG00000162998	13	391	171	1	160	161	816	546	618	489	1205	209	318	164	576	706	235	340	334	1109
ENSG00000162999	12	19	9	20	12	8	30	113	27	60	16	29	23	39	35	27	5	32	30	69
ENSG00000163001	44	454	241	39	209	229	582	844	917	1160	914	829	532	550	475	611	648	908	640	876
ENSG00000163002	0	47	34	2	41	45	222	229	138	334	186	175	232	169	228	195	68	285	265	355
ENSG00000163006	2	30	11	0	10	17	92	89	37	86	69	64	63	57	103	92	25	120	73	157
ENSG00000163009	22	12	7	0	26	14	13	17	16	0	14	6	25	24	8	25	21	52	6	15
ENSG00000163012	0	6	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0
ENSG00000163013	71	239	128	54	133	543	269	695	290	221	253	618	264	656	273	324	265	544	219	233
ENSG00000163016	0	2	3	1	1	0	6	4	5	14	4	4	1	16	4	6	1	2	2	5
ENSG00000163017	27	2008	1943	4	2440	50	904	750	574	817	3078	171	878	139	1389	829	1205	414	1964	1992
ENSG00000163026	10	84	75	1	89	60	182	314	184	357	206	261	184	231	154	198	132	247	208	221
ENSG00000163029	1	230	81	4	107	296	882	1422	503	1250	542	807	498	1024	277	674	338	1219	600	643
ENSG00000163032	0	19	47	19	32	12	181	194	172	11	451	109	638	39	411	123	11	253	394	671
ENSG00000163040	9	150	83	3	86	147	51	51	89	32	125	47	66	41	120	55	33	47	111	57
ENSG00000163041	12	957	213	8	517	1791	289	465	182	269	230	611	298	306	262	369	110	681	191	470
ENSG00000163046	0	16	1	24	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163050	1291	1453	1432	407	926	1453	903	1417	1428	1545	1623	1475	627	972	958	1145	1030	1493	1371	1195
ENSG00000163053	0	31	42	1	32	21	332	299	99	284	128	111	217	76	383	255	42	311	206	563
ENSG00000163060	1	16	1	2	0	6	2	4	2	3	0	1	0	0	0	3	1	2	0	2
ENSG00000163064	89	212	545	14	258	116	146	304	157	65	231	142	196	50	358	178	48	134	387	486
ENSG00000163069	11	152	105	0	104	134	665	1018	386	2150	430	864	420	741	523	479	177	515	513	762
ENSG00000163071	1	39	43	27	32	41	457	805	98	92	182	318	287	82	311	490	44	422	329	486
ENSG00000163072	58	213	497	57	222	64	577	524	838	1692	726	215	285	140	620	435	178	534	1083	769
ENSG00000163075	2	11	7	4	5	3	9	7	8	13	14	5	0	8	2	8	3	5	5	4
ENSG00000163081	15	2	0	22	1	3	2	8	3	0	0	0	1	2	3	2	0	1	5	0
ENSG00000163082	16	30	42	3	108	33	529	618	99	26	193	177	1174	300	571	509	24	431	473	1421
ENSG00000163083	16	315	216	1	150	65	378	613	256	593	437	101	269	53	526	515	49	337	736	780
ENSG00000163092	0	2	0	8	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000163093	97	1930	770	36	709	3452	253	282	212	200	232	431	171	253	205	287	143	384	136	201
ENSG00000163098	0	1	0	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163104	7	113	41	30	62	178	847	1136	287	1208	478	756	600	1152	563	929	152	1080	545	1072
ENSG00000163106	22	79	6	0	68	209	211	409	227	182	310	463	120	292	181	260	239	457	74	167
ENSG00000163110	1017	497	309	993	334	419	2237	2262	718	3273	1229	1950	1287	2245	1175	2073	583	1685	1136	2087
ENSG00000163114	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163116	14	7	1	0	5	0	1	1	0	1	3	2	0	1	0	3	0	3	2	2
ENSG00000163121	15	100	62	14	101	142	24	112	156	30	65	136	16	120	22	30	31	124	48	24
ENSG00000163125	30	152	153	26	162	244	840	1371	464	1228	656	829	670	1028	607	965	292	1056	646	1073
ENSG00000163126	9	93	106	0	71	28	32	52	87	41	93	28	51	33	75	52	57	46	80	50
ENSG00000163131	586	11903	1780	268	6649	20315	7068	73194	26287	11304	9657	46646	5570	50930	1502	17116	22180	49395	1850	1674
ENSG00000163132	392	776	567	125	548	162	91	165	153	272	243	68	129	26	313	89	58	104	200	178
ENSG00000163138	15	104	66	2	55	81	243	340	174	354	281	303	221	282	254	237	105	299	254	352
ENSG00000163141	97	74	261	45	397	10	2203	1786	1334	55	3444	371	3114	253	4336	1839	210	4029	4923	4074
ENSG00000163145	11	50	16	16	45	38	132	286	119	151	77	150	153	24	131	95	20	278	134	223
ENSG00000163154	528	686	384	438	670	767	121	928	1027	274	312	555	156	447	136	199	729	446	110	100
ENSG00000163155	125	74	121	69	132	44	140	180	89	213	118	113	150	72	135	89	30	143	226	200
ENSG00000163156	891	1152	986	475	1140	1059	450	1098	1488	744	1154	1104	546	809	742	645	1047	1053	666	563
ENSG00000163157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163159	87	496	386	20	491	421	429	771	672	683	793	615	456	569	591	429	392	690	567	624
ENSG00000163161	14	796	385	10	368	956	1394	2339	994	1725	1796	1563	1367	1691	1392	1701	725	1879	1419	1875
ENSG00000163162	168	1375	489	73	804	1408	1915	2975	2770	1737	1989	3872	1398	3923	1926	2022	2097	3427	1730	2289
ENSG00000163166	18	367	205	6	257	395	756	1402	814	1589	1030	1092	772	1214	575	653	587	1287	656	892
ENSG00000163170	0	187	105	0	126	167	106	133	199	253	243	189	173	123	143	109	136	182	116	173
ENSG00000163171	146	400	191	89	319	506	1253	1213	1350	2312	1401	1547	585	1423	916	1717	776	1898	857	1013
ENSG00000163191	1166	8498	3615	327	4668	13640	4353	11022	19271	10298	12183	27502	7164	17689	8444	5833	13387	14743	6405	6587
ENSG00000163202	51	2	0	1	18	0	150	83	260	1	2343	36	264	39	577	96	76	1359	1189	88
ENSG00000163206	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163207	5	16	4	1	51	0	1167	1447	520	12	4840	183	2461	106	2097	1085	100	2908	1972	1072
ENSG00000163209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000163214	1271	368	440	399	305	369	554	780	544	693	618	866	516	801	521	494	362	1029	437	667
ENSG00000163216	0	2	4	0	2	1	182	191	78	4	1595	35	520	9	809	104	21	878	295	199
ENSG00000163217	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000163218	2	5	6	2	10	0	252	193	66	5	188	21	295	13	573	166	11	234	417	317
ENSG00000163219	82	1111	445	2	676	1638	1108	3908	3033	1306	1414	3732	709	3496	552	1920	2012	3602	655	462
ENSG00000163220	623	2167	1383	2410	4477	2345	787	1488	5110	2641	3420	6049	2073	7597	1253	870	5243	5846	420	275
ENSG00000163221	0	22	5	18	2	2	4	2	15	19	9	7	5	20	2	1	11	5	3	1
ENSG00000163235	6	93	35	16	55	34	424	460	205	333	442	197	876	75	444	269	74	654	435	763
ENSG00000163239	33	273	113	21	35	123	120	267	194	392	247	111	84	32	217	214	72	177	200	171
ENSG00000163249	102	243	72	378	95	259	645	1342	443	1208	414	1520	417	1587	410	776	328	1187	316	521
ENSG00000163251	107	90	35	3	87	29	116	146	63	238	122	148	138	219	113	110	50	155	159	259
ENSG00000163254	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163257	18	256	165	75	134	269	1137	1376	672	1298	666	1099	703	1192	858	1301	478	1403	632	1399
ENSG00000163263	0	5	4	0	4	2	1	3	3	3	2	8	1	3	2	3	0	1	0	4
ENSG00000163273	0	15	0	0	8	0	4	2	7	0	8	1	1	0	4	0	0	1	0	10
ENSG00000163281	19	114	49	3	42	105	391	580	133	529	224	488	284	431	334	395	100	494	298	554
ENSG00000163283	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163285	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000163286	0	5	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163288	3	33	1	3	17	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163291	4	77	25	1	54	87	389	511	82	404	124	338	310	418	290	492	32	497	220	602
ENSG00000163293	0	8	12	11	11	0	863	423	67	28	260	68	1163	75	633	648	13	885	680	1532
ENSG00000163295	11	2	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000163297	28	482	194	91	287	291	1276	2673	996	3012	1162	1771	689	1708	567	1062	483	1660	909	961
ENSG00000163312	5	120	62	19	93	125	317	533	351	368	295	408	252	404	258	346	253	504	279	363
ENSG00000163319	52	92	72	78	74	117	498	759	952	816	792	693	602	677	582	427	559	842	552	769
ENSG00000163320	36	639	240	30	316	632	2318	3058	1365	2829	1237	2153	1153	2931	1233	2472	951	2351	1335	2182
ENSG00000163322	10	34	12	13	11	29	357	645	286	532	239	359	224	377	260	435	148	432	285	375
ENSG00000163328	1665	630	543	2956	581	595	836	2395	1039	1113	713	845	587	1051	722	1019	913	1262	621	956
ENSG00000163331	81	268	344	5	164	24	828	462	979	94	1845	175	1085	84	1104	788	221	1708	2271	1533
ENSG00000163344	1208	1173	3475	916	4151	600	650	859	1375	556	1842	860	2787	538	1867	713	815	980	1155	2843
ENSG00000163346	1986	3358	2446	1004	2665	1847	1887	4402	3970	2072	3542	2893	1666	3082	2103	2727	3232	2866	2070	1919
ENSG00000163347	1	100	225	7	261	23	5301	4416	1814	1629	3276	929	8520	563	6073	4999	281	6428	6450	13227
ENSG00000163348	96	863	754	16	643	526	746	1172	753	1058	973	709	712	722	965	816	437	970	1067	1160
ENSG00000163349	16	318	118	39	167	366	1928	2875	554	2252	799	1617	1225	2567	1095	2369	306	2115	1064	1752
ENSG00000163352	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000163354	24	134	366	31	214	61	88	103	120	78	188	38	139	20	150	92	27	159	273	157
ENSG00000163357	9	13	20	36	30	16	19	11	3	5	12	4	17	2	8	12	3	14	14	31
ENSG00000163359	242	3801	690	116	1014	10102	17935	39743	9612	22979	17608	65147	6954	56921	16933	17327	5285	11042	7897	6540
ENSG00000163362	29	23	108	7	154	6	201	161	58	3	391	26	453	39	390	242	11	326	389	370
ENSG00000163364	7	52	19	20	14	34	45	210	148	155	104	197	78	71	166	109	36	54	67	141
ENSG00000163374	19	107	49	28	53	296	931	1317	719	1240	1044	1157	703	1121	785	799	581	1315	870	1023
ENSG00000163376	0	83	19	2	24	69	118	271	120	124	55	352	42	568	21	140	143	212	31	74
ENSG00000163377	0	3	0	2	2	1	0	7	7	0	0	5	0	5	0	3	1	0	0	0
ENSG00000163378	27	247	142	43	146	343	819	1614	638	1241	374	1667	490	1244	469	1004	361	913	313	916
ENSG00000163380	0	10	9	4	9	12	6	1	3	1	3	0	3	1	3	4	0	1	2	3
ENSG00000163382	235	1163	1483	153	1318	867	855	990	1739	1133	1923	1113	770	803	1212	687	1299	1109	787	976
ENSG00000163389	12	314	105	2	160	330	672	1160	565	1202	493	819	448	797	685	719	290	1122	687	839
ENSG00000163393	7	105	38	13	43	269	389	443	168	167	237	793	347	769	243	504	149	474	173	518
ENSG00000163394	0	7	1	5	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000163395	7	142	77	26	135	19	153	111	64	137	146	34	33	26	65	57	11	65	26	37
ENSG00000163399	1241	4534	7192	477	3350	2970	11543	15822	8437	9807	13600	11114	14082	11219	16457	9871	3334	13912	10537	26530
ENSG00000163406	1	115	63	5	71	92	290	352	162	291	95	90	102	113	66	148	162	156	90	231
ENSG00000163412	21	274	207	11	270	247	962	1696	820	1456	808	1302	942	1280	791	1307	474	1455	638	1480
ENSG00000163421	23	4	3	1	10	0	3	16	12	14	1	7	0	10	3	4	1	4	3	1
ENSG00000163424	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163428	209	260	186	172	167	272	1186	1511	775	1288	618	1242	666	1574	781	1358	375	1406	721	1262
ENSG00000163430	100	2998	814	28	1131	2492	19370	27541	9770	29834	9716	30221	7622	18133	16753	13040	2316	14310	8538	7779
ENSG00000163431	53	772	711	4	1225	121	1049	786	679	1816	2085	352	463	244	743	908	415	444	1398	1080
ENSG00000163435	23	139	76	11	50	56	82	137	69	38	133	44	204	29	95	96	22	138	93	225
ENSG00000163440	0	0	0	0	4	0	1	1	2	1	4	1	2	0	1	0	0	9	0	5
ENSG00000163444	55	491	403	22	417	528	588	712	509	568	584	615	487	570	567	651	347	864	574	743
ENSG00000163449	3	16	6	0	12	6	20	43	21	37	8	32	30	48	18	16	11	11	18	38
ENSG00000163453	4	556	93	0	273	739	8808	10590	11638	24039	11903	9614	3666	8240	6888	7825	4151	10520	7020	5965
ENSG00000163462	30	69	36	33	70	240	26	66	50	63	55	43	33	104	28	62	52	45	32	14
ENSG00000163463	750	3081	2430	341	2277	2584	167	321	183	288	190	242	120	293	194	176	111	264	122	244
ENSG00000163464	0	65	14	1	2	2	5	28	5	48	21	28	16	8	19	5	4	9	8	5
ENSG00000163466	376	3036	1814	322	3312	3249	8061	16315	12148	9930	11837	18413	8370	15502	9292	9004	9828	17298	7598	9304
ENSG00000163467	0	6	4	1	7	3	1	6	4	1	4	1	0	4	2	3	5	1	0	0
ENSG00000163468	535	1610	1807	380	1759	1252	2330	4239	3259	4765	4538	3182	3183	3011	3881	2492	2011	4215	3205	3834
ENSG00000163472	49	83	206	23	352	86	856	938	708	132	2329	192	2317	210	2444	924	182	1815	2691	1814
ENSG00000163479	1085	3250	2679	470	3173	2228	3991	6532	7420	5652	6018	7101	3087	5053	4185	3106	5736	5433	3770	4175
ENSG00000163481	271	653	618	199	572	574	341	444	467	472	679	446	380	437	490	342	369	588	430	339
ENSG00000163482	3	207	91	84	76	343	512	1100	368	822	651	591	395	731	592	654	204	548	468	646
ENSG00000163485	258	216	901	279	200	130	89	95	101	153	173	105	63	96	168	55	15	81	100	195
ENSG00000163491	0	18	5	16	10	8	19	23	6	14	14	13	23	18	8	13	14	18	5	24
ENSG00000163492	5	36	4	64	22	11	26	51	25	16	3	37	14	60	9	39	9	66	6	11
ENSG00000163497	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163499	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1
ENSG00000163501	0	7	1	1	3	1	1	1	1	3	5	2	1	1	5	0	1	1	2	0
ENSG00000163507	1	23	4	2	12	33	83	130	44	92	38	113	65	179	25	59	52	159	22	62
ENSG00000163508	66	241	108	167	273	286	579	475	723	267	367	510	291	819	166	594	842	1058	295	143
ENSG00000163510	38	238	153	2	153	204	524	789	343	824	502	674	377	646	154	383	269	872	397	454
ENSG00000163512	4	47	17	0	36	79	1122	1784	963	1955	958	1837	983	1696	728	1077	666	1648	947	1770
ENSG00000163513	59	937	435	11	631	668	4760	10532	2756	21293	3343	6852	2703	6732	4481	7846	1293	6958	3633	4637
ENSG00000163515	9	3	2	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000163516	305	1737	1568	84	1436	1472	1902	2225	1809	1323	2852	1929	1342	1958	2056	2280	2065	2526	2830	2321
ENSG00000163517	329	398	551	131	541	315	281	433	325	327	607	251	429	232	608	328	213	389	613	402
ENSG00000163518	14	0	0	3	1	1	1	1	3	0	0	0	1	8	0	0	1	2	1	0
ENSG00000163519	1	91	17	3	66	70	123	267	134	98	47	136	70	361	30	269	81	324	55	67
ENSG00000163520	396	4012	1421	123	1844	2957	2627	6311	1798	2626	4278	2959	3301	4971	4124	3782	608	2728	3381	1322
ENSG00000163521	178	200	113	198	115	383	197	313	247	222	391	558	216	435	201	149	331	430	118	236
ENSG00000163527	218	938	533	68	666	961	3552	5341	2775	4727	1898	4875	2587	6016	2318	3568	1723	4324	1669	4077
ENSG00000163528	14	109	83	0	103	104	179	305	294	343	281	244	225	211	227	154	150	296	232	317
ENSG00000163530	0	5	4	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163531	40	124	106	41	105	61	301	439	179	836	351	90	532	117	542	483	73	408	457	683
ENSG00000163534	1	53	23	1	8	11	10	61	10	8	5	14	11	133	0	45	7	25	7	1
ENSG00000163535	0	21	11	3	21	15	59	168	57	130	32	95	41	155	19	42	21	112	28	82
ENSG00000163536	2	43	25	2	31	33	289	287	208	293	206	177	107	110	174	255	56	226	135	242
ENSG00000163539	55	297	152	110	165	419	1413	1832	684	1578	648	1495	704	1730	686	1470	428	1512	511	1297
ENSG00000163541	189	819	898	38	958	678	1239	1911	1928	1606	2086	1719	1881	1329	1737	1039	1095	2126	1492	2792
ENSG00000163545	30	90	64	5	71	252	207	384	300	130	545	329	335	366	405	342	219	580	414	309
ENSG00000163554	11	12	6	3	8	2	13	12	3	14	9	16	0	10	42	8	2	9	66	6
ENSG00000163558	6	182	139	53	134	148	807	913	258	850	517	508	729	565	609	737	131	734	570	1176
ENSG00000163563	47	226	95	38	306	443	407	2941	1211	945	510	2044	423	3730	237	565	742	1823	264	198
ENSG00000163564	21	120	77	76	120	138	300	645	345	216	164	489	105	542	49	354	458	786	85	50
ENSG00000163565	16	1322	395	3	770	1800	3447	8326	4898	11036	3988	6644	2550	9043	2527	4035	2744	6925	6880	2614
ENSG00000163568	0	77	21	0	69	151	85	770	296	102	86	340	68	750	22	201	337	295	99	18
ENSG00000163576	3	11	4	16	8	5	13	17	7	8	37	8	8	23	27	8	8	8	32	15
ENSG00000163577	30	76	23	13	44	45	142	256	98	319	121	264	99	220	130	239	61	175	70	154
ENSG00000163581	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163584	80	462	336	13	398	355	533	653	1408	835	932	910	677	507	742	462	1118	1013	448	866
ENSG00000163586	0	0	1	2	4	0	1	4	2	5	1	0	2	0	0	0	0	1	1	9
ENSG00000163590	5	228	124	2	101	168	644	776	303	468	374	564	503	387	444	682	142	776	438	926
ENSG00000163596	73	98	69	48	65	77	287	238	108	328	97	225	113	215	94	201	64	227	110	226
ENSG00000163597	52	148	124	22	124	80	745	1067	1464	1672	1421	1550	875	680	1258	799	1296	1384	1131	1517
ENSG00000163599	0	310	45	1	116	169	105	835	408	65	193	249	75	568	29	177	435	354	64	34
ENSG00000163600	8	171	42	0	75	72	144	491	293	94	108	186	71	560	26	187	274	386	60	23
ENSG00000163602	7	255	66	1	104	184	1024	1303	475	1345	507	1363	513	1174	677	1019	405	1030	542	1062
ENSG00000163605	8	354	156	51	176	312	821	1355	505	1433	393	1001	512	1194	525	815	246	1036	433	1049
ENSG00000163606	0	64	22	1	60	40	191	900	113	254	112	135	155	272	126	259	42	296	75	211
ENSG00000163607	11	90	53	3	78	59	139	236	170	181	106	197	131	269	142	154	106	210	131	239
ENSG00000163608	41	328	147	0	223	463	1266	1854	901	1414	1080	1693	980	1775	859	1303	665	2000	807	1407
ENSG00000163611	7	40	9	3	18	54	258	267	97	305	179	205	193	297	130	234	55	270	156	290
ENSG00000163612	0	0	5	2	3	0	0	1	0	0	0	0	2	1	3	0	0	0	0	0
ENSG00000163617	0	133	105	2	92	158	355	552	195	402	303	354	254	408	192	311	134	469	277	405
ENSG00000163618	19	90	11	32	43	54	64	221	69	107	37	102	132	39	58	46	8	83	41	178
ENSG00000163623	4	4	2	1	8	1	0	0	0	1	0	3	0	2	1	0	0	0	0	0
ENSG00000163624	7	55	90	3	51	37	678	642	219	20	537	188	887	167	678	483	70	782	773	1193
ENSG00000163625	47	320	142	67	132	437	1577	2338	680	1884	775	1378	1112	1722	816	1862	370	1828	959	1565
ENSG00000163626	30	157	103	62	131	279	481	778	473	495	364	640	340	602	379	484	320	752	282	551
ENSG00000163629	26	115	40	9	69	60	2512	1999	375	1295	1605	638	2251	927	1329	1765	86	2753	2149	2927
ENSG00000163630	0	6	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000163631	12	19	7	0	11	7	22	12	10	19	10	13	4	5	6	8	2	16	12	10
ENSG00000163632	9	0	1	14	3	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000163633	336	82	111	98	67	38	0	2	0	1	0	1	0	0	0	0	0	0	1	1
ENSG00000163634	24	423	242	15	314	377	848	1332	1187	1264	1202	1318	977	859	909	811	690	1607	845	1316
ENSG00000163635	27	269	98	37	176	339	24	12	0	21	1	8	13	58	6	27	1	20	3	9
ENSG00000163636	68	572	470	48	639	697	1398	1796	1354	1760	1982	1669	1768	1734	1671	1377	1040	2506	1400	2257
ENSG00000163637	41	136	139	30	104	102	733	758	324	1880	640	783	514	773	516	480	110	464	440	859
ENSG00000163638	24	110	104	26	95	37	288	258	199	4114	299	186	172	227	322	196	40	205	247	245
ENSG00000163644	0	45	54	20	22	30	773	1359	1005	939	478	680	665	1300	489	782	545	715	1067	1360
ENSG00000163645	0	7	6	4	5	1	5	3	1	0	2	1	6	2	4	3	5	3	0	1
ENSG00000163646	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163655	52	312	172	67	274	237	979	1358	630	1351	983	1000	1023	1047	992	1034	343	1460	903	1485
ENSG00000163659	1	604	37	123	63	182	684	1221	553	807	499	1189	872	1496	636	1030	516	1776	657	1032
ENSG00000163660	43	2797	491	17	585	2181	3679	5626	2283	4254	2741	4821	2507	6888	1999	5098	1580	5481	2404	3854
ENSG00000163661	0	10	3	0	6	10	402	61	25	727	123	104	7	49	54	18	51	91	41	18
ENSG00000163666	6	17	3	0	8	42	45	63	57	42	23	42	25	101	39	22	19	63	63	52
ENSG00000163673	4	6	12	2	5	3	57	4	9	368	30	8	24	5	24	14	5	16	9	22
ENSG00000163681	93	294	205	12	312	199	1126	1381	467	1455	797	621	789	1020	607	910	300	1055	769	1242
ENSG00000163682	21130	18259	19480	13955	17427	8181	12714	13022	30494	18312	23771	13719	14009	9310	13063	10033	26540	15075	15393	19438
ENSG00000163683	8	168	64	25	107	113	1029	2879	1077	1753	733	1508	909	1487	1151	1234	424	1473	899	1615
ENSG00000163684	7	1	0	0	1	2	444	560	407	546	412	575	403	520	453	397	272	633	348	649
ENSG00000163686	9	217	113	2	145	169	386	644	427	535	421	363	716	313	576	397	218	580	609	1113
ENSG00000163687	176	498	164	23	228	163	158	1129	1205	323	562	157	343	193	373	337	216	663	281	281
